APPLICATION_ID,PROJECT_TITLE,IC_NAME,FY,TOTAL_COST,cluster,topic_label,title_short,funding_millions
9494637,Obesity and Asthma Subphenotypes and Underlying Genetic and Genomic Pathways,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2018.0,158016.0,3,NATIONAL CANCER INSTITUTE: Clinical Research,Obesity and Asthma Subphenotypes and Underlying Genetic and Genomic Pathways,0.16
9230598,Mobile phone surveys for noncommunicable disease risk factors in Uganda,FOGARTY INTERNATIONAL CENTER,2016.0,194750.0,50,NATIONAL CANCER INSTITUTE: Clinical Research,Mobile phone surveys for noncommunicable disease risk factors in Uganda,0.19
7908793,Neurobiological Bases of Economic Choice Behavior,NATIONAL INSTITUTE OF MENTAL HEALTH,2010.0,232151.0,14,NATIONAL INSTITUTE OF MENTAL HEALTH: Neurosciences,Neurobiological Bases of Economic Choice Behavior,0.23
8484701,Structural and Functional Brain Aging in Bipolar Disorder,NATIONAL INSTITUTE OF MENTAL HEALTH,2012.0,175813.0,26,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Structural and Functional Brain Aging in Bipolar Disorder,0.18
10810725,Pretransplant comprehensive scores to predict long term graft outcomes,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2024.0,232512.0,27,NATIONAL CANCER INSTITUTE: Biotechnology,Pretransplant comprehensive scores to predict long term graft outcomes,0.23
10707521,Developing an app-based behavioral intervention to help depressed individuals return to work,NATIONAL INSTITUTE OF MENTAL HEALTH,2023.0,738678.0,19,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Developing an app-based behavioral intervention to help depressed individuals return to work,0.74
10927020,HIV Vaccine Research and Development,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2023.0,28507101.0,43,NATIONAL CANCER INSTITUTE: Clinical Research,HIV Vaccine Research and Development,28.51
7194321,Regulation of Neural Crest Cell Fate by Foxd3,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2007.0,52048.0,21,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES: Neurosciences,Regulation of Neural Crest Cell Fate by Foxd3,0.05
10685999,Relevance of Resistance Mutations for the Susceptibility to Broadly Neutralizing Antibodies Against HIV-1,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2023.0,199800.0,49,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Clinical Research",Relevance of Resistance Mutations for the Susceptibility to Broadly Neutralizing Antibodies Against HIV-1,0.2
7465657,Plexin-A1: Regulation by CIITA and Immunologic Function,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2008.0,151440.0,29,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Genetics",Plexin-A1: Regulation by CIITA and Immunologic Function,0.15
6549413,WOMENS HEALTH ACROSS THE NATION--PITTSBURGH,NATIONAL INSTITUTE ON AGING,2002.0,399440.0,49,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Clinical Research",WOMENS HEALTH ACROSS THE NATION--PITTSBURGH,0.4
6197800,PSYCHOPHYSICAL STUDIES OF COCHLEAR EFFERENT FUNCTION,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,2000.0,50000.0,39,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE: Neurosciences,PSYCHOPHYSICAL STUDIES OF COCHLEAR EFFERENT FUNCTION,0.05
8442660,A novel autophagy gene beclin 2 in the prevention of type 2 diabetes and obesity,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2012.0,90000.0,34,NATIONAL CANCER INSTITUTE: Genetics,A novel autophagy gene beclin 2 in the prevention of type 2 diabetes and obesity,0.09
8410560,Pregnancy Experience of Women with Physical Disabilities,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2013.0,206408.0,17,NATIONAL CANCER INSTITUTE: Clinical Research,Pregnancy Experience of Women with Physical Disabilities,0.21
7060368,Vascular Estrogen Receptor Signaling Pathways,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2006.0,355935.0,30,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Vascular Estrogen Receptor Signaling Pathways,0.36
7779568,Mechanisms of Mitochondrial Distribution,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2009.0,8095.0,27,NATIONAL CANCER INSTITUTE: Biotechnology,Mechanisms of Mitochondrial Distribution,0.01
6510596,Characterization of Mycobacterial Sigma Factors,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2002.0,315020.0,40,NATIONAL CANCER INSTITUTE: Genetics,Characterization of Mycobacterial Sigma Factors,0.32
8454468,Fluorescence methods for HT validation and production of protein complexes,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2013.0,310730.0,32,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Fluorescence methods for HT validation and production of protein complexes,0.31
10843253,Nuclear Receptor Networks in Mucosal Immune Regulation,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2024.0,395214.0,21,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES: Neurosciences,Nuclear Receptor Networks in Mucosal Immune Regulation,0.4
7267112,Reducing High-Risk Drinking Among First-Year College Students,NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,2007.0,183706.0,15,NATIONAL INSTITUTE ON AGING: Clinical Research,Reducing High-Risk Drinking Among First-Year College Students,0.18
10563203,"Genetic origin, developmental mechanism, and evolutionary process of a novel phenotype in Mimulus (monkeyflowers)",NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2023.0,322000.0,41,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Neurosciences","Genetic origin, developmental mechanism, and evolutionary process of a novel phenotype in Mimulus (monkeyflowers)",0.32
10408741,Statistical Methods to Study the Genetic Basis and Mechanisms of Trans Gene Regulation,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2022.0,405000.0,50,NATIONAL CANCER INSTITUTE: Clinical Research,Statistical Methods to Study the Genetic Basis and Mechanisms of Trans Gene Regulation,0.4
7261699,Dynamic Assessment of Role Functioning Across the Adult Life-span,NATIONAL INSTITUTE ON AGING,2007.0,94997.0,19,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Dynamic Assessment of Role Functioning Across the Adult Life-span,0.09
7256801,Prenatal cocaine effects on sexual motivation,NATIONAL INSTITUTE ON DRUG ABUSE,2007.0,204219.0,45,NATIONAL CANCER INSTITUTE: Biotechnology,Prenatal cocaine effects on sexual motivation,0.2
9562115,Single cell mapping of developmental trajectories underlying health and disease,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2018.0,864000.0,23,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Single cell mapping of developmental trajectories underlying health and disease,0.86
7121949,Drew AASK Cohort Study,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2006.0,596983.0,48,NATIONAL CANCER INSTITUTE: Clinical Research,Drew AASK Cohort Study,0.6
6369847,Transforming Growth Factor Beta Signaling Pathways,NATIONAL CANCER INSTITUTE,2002.0,296370.0,29,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Genetics",Transforming Growth Factor Beta Signaling Pathways,0.3
6322263,PLASTICITY OF GABAERGIC INHIBITION FOLLOWING HEAD INJURY,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2000.0,50000.0,26,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,PLASTICITY OF GABAERGIC INHIBITION FOLLOWING HEAD INJURY,0.05
8082190,The 3D-Structure of the Immunoglobulin Heavy Chain Locus,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2010.0,146322.0,32,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,The 3D-Structure of the Immunoglobulin Heavy Chain Locus,0.15
10073398,Studies of the antibacterial activity of and resistance to molecules targeting the ClpP peptidase,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2019.0,511718.0,36,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Studies of the antibacterial activity of and resistance to molecules targeting the ClpP peptidase,0.51
7329179,Genetic and Biochemical Studies of the KSHV LANA Gene,NATIONAL CANCER INSTITUTE,2008.0,443347.0,41,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Neurosciences",Genetic and Biochemical Studies of the KSHV LANA Gene,0.44
10049432,Young Adult and Midlife Transitions in Physical Activity and Sedentary Behavior with Heart Failure Risk and Progression: Coronary Artery Risk Development in Young Adults (CARDIA),"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2020.0,2254235.0,21,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES: Neurosciences,Young Adult and Midlife Transitions in Physical Activity and Sedentary Behavior with Heart Failure Risk and Progression:,2.25
8687034,Aryl hydrocarbon receptor multiplicity in a frog model of dioxin toxicity,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,2014.0,302572.0,47,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,Aryl hydrocarbon receptor multiplicity in a frog model of dioxin toxicity,0.3
7081416,Tobacco Industry Influence on the U.S. Military,NATIONAL CANCER INSTITUTE,2006.0,415761.0,15,NATIONAL INSTITUTE ON AGING: Clinical Research,Tobacco Industry Influence on the U.S. Military,0.42
6477109,"QTL ANALYSIS OF DEPRESSIVE, STRESS HYPERREACTIVE BEHAVIO",NATIONAL INSTITUTE OF MENTAL HEALTH,2002.0,243605.0,41,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Neurosciences","QTL ANALYSIS OF DEPRESSIVE, STRESS HYPERREACTIVE BEHAVIO",0.24
8344997,Clinical Training in Rheumatology,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2011.0,1979585.0,7,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,Clinical Training in Rheumatology,1.98
6537965,"Memory, Remodeling and Ventricular Arrhythmias","NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2002.0,635329.0,37,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Genetics","Memory, Remodeling and Ventricular Arrhythmias",0.64
10626951,BMP and Notch crosstalk in cerebral arteriovenous malformations,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2023.0,390000.0,21,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES: Neurosciences,BMP and Notch crosstalk in cerebral arteriovenous malformations,0.39
9825406,Cervical Cancer Prevention in Peru and the Dominican Republic,NATIONAL CANCER INSTITUTE,2019.0,1837869.0,10,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,Cervical Cancer Prevention in Peru and the Dominican Republic,1.84
10892358,Chicago Chronic Condition Equity Network (C3EN),NATIONAL INSTITUTE ON MINORITY HEALTH AND HEALTH DISPARITIES,2023.0,699956.0,19,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Chicago Chronic Condition Equity Network (C3EN),0.7
7664446,Postdoctoral training in tobacco control,NATIONAL CANCER INSTITUTE,2009.0,385306.0,10,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,Postdoctoral training in tobacco control,0.39
7910253,Measuring Endoscopic Probe - A Novel Supportive Tool for Endoscopy,NATIONAL CENTER FOR RESEARCH RESOURCES,2010.0,138995.0,44,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING: Bioengineering,Measuring Endoscopic Probe - A Novel Supportive Tool for Endoscopy,0.14
8461260,Implementation of an Evidence-Based PTSD Treatment in Public Sector Settings,NATIONAL INSTITUTE OF MENTAL HEALTH,2013.0,1003510.0,12,NATIONAL CANCER INSTITUTE: Clinical Research,Implementation of an Evidence-Based PTSD Treatment in Public Sector Settings,1.0
6792061,Phase III Trial of Minocycline in ALS-II Data Center,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2004.0,420508.0,11,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Phase III Trial of Minocycline in ALS-II Data Center,0.42
10615797,Blocking tumor progression in therapy-responsive RET aberration-associated cancer,NATIONAL CANCER INSTITUTE,2023.0,382199.0,34,NATIONAL CANCER INSTITUTE: Genetics,Blocking tumor progression in therapy-responsive RET aberration-associated cancer,0.38
6292899,LASER TATTOO REMOVAL SYSTEM USING DERMAL CLEARING AGENT,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2001.0,100000.0,44,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING: Bioengineering,LASER TATTOO REMOVAL SYSTEM USING DERMAL CLEARING AGENT,0.1
8295008,VEGFs in tumor lymphatic metastasis,NATIONAL CANCER INSTITUTE,2012.0,452526.0,35,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,VEGFs in tumor lymphatic metastasis,0.45
6772332,Function of Carboxypeptidase D,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2004.0,400800.0,30,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Function of Carboxypeptidase D,0.4
7268775,The function of SAP in T cell help for B cells,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2007.0,16814.0,42,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,The function of SAP in T cell help for B cells,0.02
8500427,Metabolism and toxicity of NRTIs in non-replicating tissues,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2013.0,337431.0,39,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE: Neurosciences,Metabolism and toxicity of NRTIs in non-replicating tissues,0.34
9352600,Colorado Summer Research Training for Undergraduate Diversity,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2017.0,62313.0,7,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,Colorado Summer Research Training for Undergraduate Diversity,0.06
10384636,Low Cost Spectroscopic OCT for GI Applications,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING,2021.0,256323.0,44,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING: Bioengineering,Low Cost Spectroscopic OCT for GI Applications,0.26
9576905,Inhibiting Bcl-2-regulated intestinal fibrosis in models of Crohn’s Disease,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2018.0,467340.0,46,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Biotechnology,Inhibiting Bcl-2-regulated intestinal fibrosis in models of Crohn’s Disease,0.47
8094467,"TRAINING IN KIDNEY DISEASE, HYPERTENSION, CELL BIOLOGY",NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2011.0,118031.0,6,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,"TRAINING IN KIDNEY DISEASE, HYPERTENSION, CELL BIOLOGY",0.12
10395498,CAPNET - Building Research Capacity in Child Abuse Pediatrics,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2022.0,357312.0,23,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,CAPNET - Building Research Capacity in Child Abuse Pediatrics,0.36
6625483,END OF LIFE CARE IN LATE STAGE DEMENTIA,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2003.0,482832.0,17,NATIONAL CANCER INSTITUTE: Clinical Research,END OF LIFE CARE IN LATE STAGE DEMENTIA,0.48
9305073,Training Program in Marine Biotechnology,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2017.0,156182.0,10,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,Training Program in Marine Biotechnology,0.16
9688589,Extension of NEURON simulator for simulation of reaction-diffusion in neurons,NATIONAL INSTITUTE OF MENTAL HEALTH,2019.0,408019.0,44,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING: Bioengineering,Extension of NEURON simulator for simulation of reaction-diffusion in neurons,0.41
6773811,CALCIUM REGULATION IN LUNG MICROVASCULAR ENDOTHELIUM,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2004.0,348750.0,35,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,CALCIUM REGULATION IN LUNG MICROVASCULAR ENDOTHELIUM,0.35
9028083,Molecular regulation of immunity to viral infections,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2016.0,396250.0,34,NATIONAL CANCER INSTITUTE: Genetics,Molecular regulation of immunity to viral infections,0.4
7013136,Exploring Aromatic Donor-Acceptor Interactions in Water,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2006.0,249496.0,45,NATIONAL CANCER INSTITUTE: Biotechnology,Exploring Aromatic Donor-Acceptor Interactions in Water,0.25
6169000,PEPTIDE INHIBITORS OF AMYLOID FORMATION,NATIONAL INSTITUTE ON AGING,2000.0,217607.0,37,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Genetics",PEPTIDE INHIBITORS OF AMYLOID FORMATION,0.22
8049544,Neuroendocrine Response to Gastric Bypass in Nonhuman Primates,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2010.0,3811268.0,21,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES: Neurosciences,Neuroendocrine Response to Gastric Bypass in Nonhuman Primates,3.81
6151266,STRETCH INDUCED ACTIVATION OF MAP KINASES IN THE LUNG,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2000.0,119151.0,37,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Genetics",STRETCH INDUCED ACTIVATION OF MAP KINASES IN THE LUNG,0.12
7613453,"Aortic, Cardiovascular Disease and Silent Brain Infarcts",NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2009.0,416278.0,49,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Clinical Research","Aortic, Cardiovascular Disease and Silent Brain Infarcts",0.42
9696874,Wake Forest Clinical Center for the NHLBI PETAL Network,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2019.0,294907.0,48,NATIONAL CANCER INSTITUTE: Clinical Research,Wake Forest Clinical Center for the NHLBI PETAL Network,0.29
10374155,JMJD3 Regulates Abdominal Aortic Aneurysm Expansion,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2022.0,557887.0,40,NATIONAL CANCER INSTITUTE: Genetics,JMJD3 Regulates Abdominal Aortic Aneurysm Expansion,0.56
7671776,Bitter taste phenotype as a risk factor of oral nicotine replacement nonadherence,NATIONAL INSTITUTE ON DRUG ABUSE,2009.0,187500.0,17,NATIONAL CANCER INSTITUTE: Clinical Research,Bitter taste phenotype as a risk factor of oral nicotine replacement nonadherence,0.19
10645063,Clinical translation of a PD-L1 PET tracer to optimize immune checkpoint therapy in patients with non-small cell lung cancers,NATIONAL CANCER INSTITUTE,2023.0,660982.0,45,NATIONAL CANCER INSTITUTE: Biotechnology,Clinical translation of a PD-L1 PET tracer to optimize immune checkpoint therapy in patients with non-small cell lung ca,0.66
8105218,Endocrine disruptors: AR regulation and prostate cancer,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,2011.0,362089.0,45,NATIONAL CANCER INSTITUTE: Biotechnology,Endocrine disruptors: AR regulation and prostate cancer,0.36
6628565,METABOLIC SIGNAL TRANSDUCTION IN ADIPOCYTES,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2003.0,275625.0,39,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE: Neurosciences,METABOLIC SIGNAL TRANSDUCTION IN ADIPOCYTES,0.28
9263578,"Understanding Risk Gradients from Environment on Native American Child Health Trajectories: Toxicants, Immunomodulation, Metabolic syndromes, & Metals Exposure","OFFICE OF THE DIRECTOR, NATIONAL INSTITUTES OF HEALTH",2016.0,1075566.0,48,NATIONAL CANCER INSTITUTE: Clinical Research,"Understanding Risk Gradients from Environment on Native American Child Health Trajectories: Toxicants, Immunomodulation,",1.08
6353722,NUV RESISTANCE-- FUR-DEPENDENT REGULATION OF RPOS.,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,2000.0,25944.0,41,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Neurosciences",NUV RESISTANCE-- FUR-DEPENDENT REGULATION OF RPOS.,0.03
9118147,Genetic Analysis of Mosquito Olfactory Preference for Humans,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,2016.0,244667.0,30,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Genetic Analysis of Mosquito Olfactory Preference for Humans,0.24
6747030,Minority Predoctoral Fellowship Program,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2003.0,43997.0,42,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Minority Predoctoral Fellowship Program,0.04
8049642,Medication Response in Children with Predominantly Inattentive Type ADHD,NATIONAL INSTITUTE OF MENTAL HEALTH,2011.0,175608.0,17,NATIONAL CANCER INSTITUTE: Clinical Research,Medication Response in Children with Predominantly Inattentive Type ADHD,0.18
8775266,Molecular Regulation of Microglia Behavior,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2015.0,337969.0,36,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Molecular Regulation of Microglia Behavior,0.34
8693259,Wood stove interventions and child respiratory infections in rural communities,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,2014.0,580203.0,17,NATIONAL CANCER INSTITUTE: Clinical Research,Wood stove interventions and child respiratory infections in rural communities,0.58
